timestamps,TP9,AF7,AF8,TP10,Right AUX
1587068799.760,-264.648,-282.227,-396.484,-206.543,0.000
1587068799.764,-372.070,-312.500,-423.340,-236.328,0.000
1587068799.768,-290.527,-112.305,-313.477,-237.793,0.000
1587068799.772,-166.504,-236.328,-406.250,-210.938,0.000
1587068799.776,-206.055,-337.891,-379.395,-203.613,0.000
1587068799.780,-325.684,-41.992,-295.410,-215.820,0.000
1587068799.784,-284.180,-262.207,-468.750,-211.426,0.000
1587068799.788,-151.855,-38.086,-274.902,-195.801,0.000
1587068799.792,-132.324,391.602,-1.465,-176.758,0.000
1587068799.796,-242.188,202.637,-164.551,-167.480,0.000
1587068799.800,-241.211,-274.414,-479.492,-149.414,0.000
1587068799.803,-93.262,-198.242,-366.211,-122.070,0.000
1587068799.807,-19.043,309.082,-43.945,-94.238,0.000
1587068799.811,-98.145,250.977,-171.387,-84.961,0.000
1587068799.815,-165.527,-389.648,-575.195,-74.219,0.000
1587068799.819,-79.102,-443.359,-511.719,-52.246,0.000
1587068799.823,44.434,450.684,42.480,-32.715,0.000
1587068799.827,16.113,576.660,29.785,20.508,0.000
1587068799.831,-92.773,-317.871,-492.676,13.672,0.000
1587068799.835,-53.711,-258.301,-401.855,-18.066,0.000
1587068799.839,83.008,539.062,25.391,15.625,0.000
1587068799.842,91.309,608.887,66.895,49.805,0.000
1587068799.846,-37.598,-39.551,-337.402,44.434,0.000
1587068799.850,-34.180,-455.566,-549.316,22.949,0.000
1587068799.854,99.609,124.023,-124.512,24.902,0.000
1587068799.858,142.578,682.129,141.113,58.105,0.000
1587068799.862,41.992,-209.961,-418.457,97.168,0.000
1587068799.866,-6.348,-729.980,-642.578,81.055,0.000
1587068799.870,96.680,298.340,-63.965,59.570,0.000
1587068799.874,154.785,757.324,158.691,66.895,0.000
1587068799.878,52.734,305.664,-133.301,62.988,0.000
1587068799.882,-46.387,-119.141,-393.555,44.434,0.000
1587068799.885,24.414,143.066,-203.125,47.363,0.000
1587068799.889,133.301,557.129,126.465,60.059,0.000
1587068799.893,89.355,390.625,82.031,69.336,0.000
1587068799.897,-18.066,-212.891,-309.082,66.895,0.000
1587068799.901,15.625,-348.633,-410.156,50.293,0.000
1587068799.905,117.676,136.230,-69.824,56.641,0.000
1587068799.909,104.980,-135.742,-189.453,83.984,0.000
1587068799.913,-17.578,-340.332,-393.066,67.871,0.000
1587068799.917,-37.598,-9.277,-288.086,37.109,0.000
1587068799.921,91.309,38.086,-199.707,68.359,0.000
1587068799.925,142.578,159.180,-44.922,99.609,0.000
1587068799.928,16.602,157.227,-60.547,62.988,0.000
1587068799.932,-54.688,-97.656,-273.438,36.621,0.000
1587068799.936,45.898,-49.805,-193.848,43.457,0.000
1587068799.940,125.977,405.762,145.020,47.363,0.000
1587068799.944,62.500,237.793,12.207,66.406,0.000
1587068799.948,-44.922,-342.773,-345.703,54.199,0.000
1587068799.952,2.930,-520.508,-392.090,41.504,0.000
1587068799.956,120.605,-79.590,-121.094,49.805,0.000
1587068799.960,70.312,523.438,227.051,46.875,0.000
1587068799.964,-54.199,43.457,-71.777,49.805,0.000
1587068799.967,-30.762,-331.543,-302.246,31.250,0.000
1587068799.971,85.938,194.824,82.520,21.484,0.000
1587068799.975,83.496,573.730,287.109,36.621,0.000
1587068799.979,-32.227,-40.039,-120.605,35.645,0.000
1587068799.983,-62.500,-487.305,-333.984,22.949,0.000
1587068799.987,50.781,78.613,94.238,28.320,0.000
1587068799.991,106.445,285.156,201.660,38.574,0.000
1587068799.995,-7.812,-227.051,-162.598,33.203,0.000
1587068799.999,-82.520,-920.410,-601.562,33.203,0.000
1587068800.003,0.977,-400.879,-191.895,7.324,0.000
1587068800.007,66.406,643.066,353.027,-14.648,0.000
1587068800.010,-14.648,326.660,105.957,-12.695,0.000
1587068800.014,-107.910,-292.969,-248.535,-27.832,0.000
1587068800.018,-39.551,-255.859,-198.730,-23.438,0.000
1587068800.022,50.293,246.094,158.691,-19.043,0.000
1587068800.026,15.137,278.320,155.762,-23.438,0.000
1587068800.030,-92.773,-177.734,-44.434,-32.715,0.000
1587068800.034,-81.543,-208.496,-26.855,-35.645,0.000
1587068800.038,54.688,54.688,133.789,-9.277,0.000
1587068800.042,66.895,-159.180,-27.832,18.066,0.000
1587068800.046,-64.941,-482.910,-220.215,-1.953,0.000
1587068800.050,-93.750,-105.469,39.062,-39.551,0.000
1587068800.053,12.695,160.645,128.418,-29.785,0.000
1587068800.057,70.801,316.895,217.773,2.930,0.000
1587068800.061,-34.180,185.547,133.789,-7.324,0.000
1587068800.065,-136.230,-123.535,10.742,-35.645,0.000
1587068800.069,-41.016,-34.180,75.684,-28.809,0.000
1587068800.073,53.711,217.285,146.484,-27.344,0.000
1587068800.077,-17.578,195.801,147.949,-25.879,0.000
1587068800.081,-115.234,-172.852,-51.270,-17.090,0.000
1587068800.085,-62.500,-406.250,-257.324,-23.438,0.000
1587068800.089,50.293,-20.508,-2.930,-25.391,0.000
1587068800.092,8.301,334.961,217.285,-24.414,0.000
1587068800.096,-103.516,-183.594,-129.395,-26.367,0.000
1587068800.100,-93.750,-676.270,-478.027,-15.625,0.000
1587068800.104,11.719,-311.523,-198.242,-21.973,0.000
1587068800.108,37.109,315.918,208.496,-22.949,0.000
1587068800.112,-59.082,-59.082,-104.980,-11.719,0.000
1587068800.116,-105.469,-735.840,-526.855,-20.020,0.000
1587068800.120,-8.301,-409.668,-238.770,-24.414,0.000
1587068800.124,50.781,476.562,266.602,-30.762,0.000
1587068800.128,-41.016,333.008,95.215,-20.020,0.000
1587068800.132,-130.371,-608.887,-421.875,-24.414,0.000
1587068800.135,-53.711,-511.719,-264.648,-39.551,0.000
1587068800.139,54.688,478.516,271.973,-17.090,0.000
1587068800.143,-2.930,421.387,105.957,1.953,0.000
1587068800.147,-124.023,-359.375,-314.941,-22.949,0.000
1587068800.151,-86.426,-295.898,-237.305,-41.504,0.000
1587068800.155,26.855,237.793,91.797,-38.086,0.000
1587068800.159,11.719,176.758,62.500,-20.996,0.000
1587068800.163,-105.469,-458.496,-291.992,-13.672,0.000
1587068800.167,-125.977,-429.199,-263.672,-44.434,0.000
1587068800.171,-5.371,311.523,106.445,-52.734,0.000
1587068800.175,28.809,413.574,166.992,-27.832,0.000
1587068800.178,-77.148,-180.176,-198.242,-20.020,0.000
1587068800.182,-132.324,-481.445,-416.504,-42.480,0.000
1587068800.186,-31.738,88.379,-18.066,-34.180,0.000
1587068800.190,60.059,307.617,92.285,-10.742,0.000
1587068800.194,-11.230,-76.172,-146.973,-3.418,0.000
1587068800.198,-97.168,-209.961,-239.258,-3.418,0.000
1587068800.202,-39.551,-12.207,-74.219,-22.949,0.000
1587068800.206,53.711,83.984,12.695,-33.691,0.000
1587068800.210,3.906,3.906,-89.844,-25.391,0.000
1587068800.214,-113.770,-179.688,-201.172,-41.016,0.000
1587068800.217,-79.102,-223.145,-277.344,-49.805,0.000
1587068800.221,42.480,-94.727,-134.277,-30.273,0.000
1587068800.225,28.809,-209.961,-277.832,-14.648,0.000
1587068800.229,-91.797,-172.363,-321.289,-30.273,0.000
1587068800.233,-113.770,-209.473,-355.469,-37.598,0.000
1587068800.237,10.254,-64.941,-228.516,-28.809,0.000
1587068800.241,63.477,342.285,98.145,-27.344,0.000
1587068800.245,-42.969,282.227,66.895,-17.090,0.000
1587068800.249,-104.980,-277.344,-330.566,-12.207,0.000
1587068800.253,-0.488,-239.746,-285.156,-15.137,0.000
1587068800.257,80.078,362.793,138.672,-0.977,0.000
1587068800.260,0.488,342.773,87.891,10.742,0.000
1587068800.264,-113.281,-297.363,-346.191,-11.230,0.000
1587068800.268,-54.688,-696.289,-505.859,-13.672,0.000
1587068800.272,58.105,-207.520,-184.570,-4.395,0.000
1587068800.276,16.602,161.133,-89.355,-5.371,0.000
1587068800.280,-103.027,-389.160,-516.602,-12.695,0.000
1587068800.284,-91.309,-725.586,-522.949,-23.438,0.000
1587068800.288,22.461,125.977,27.832,-40.039,0.000
1587068800.292,22.949,811.523,283.691,-30.762,0.000
1587068800.296,-88.867,31.250,-216.797,-15.625,0.000
1587068800.300,-112.305,-755.859,-640.137,-21.973,0.000
1587068800.303,-12.207,46.387,-52.246,-37.598,0.000
1587068800.307,29.785,696.777,237.793,-23.926,0.000
1587068800.311,-64.453,101.562,-112.305,-11.230,0.000
1587068800.315,-125.488,-307.129,-364.258,-24.902,0.000
1587068800.319,-27.344,-139.648,-299.805,-29.297,0.000
1587068800.323,68.848,133.789,-43.457,-14.648,0.000
1587068800.327,-0.977,-5.371,-119.629,-11.719,0.000
1587068800.331,-120.605,-472.168,-462.891,-23.438,0.000
1587068800.335,-71.289,-138.672,-221.191,-29.297,0.000
1587068800.339,37.109,570.312,200.684,-45.410,0.000
1587068800.342,-0.488,14.160,-149.414,-40.039,0.000
1587068800.346,-135.254,-493.652,-481.934,-41.016,0.000
1587068800.350,-134.766,-30.762,-249.023,-52.246,0.000
1587068800.354,12.207,246.094,-14.160,-47.363,0.000
1587068800.358,37.598,327.637,103.027,-41.992,0.000
1587068800.362,-92.773,35.645,-150.879,-42.480,0.000
1587068800.366,-145.996,-422.852,-460.449,-49.316,0.000
1587068800.370,-35.645,-216.309,-263.672,-55.664,0.000
1587068800.374,42.969,99.121,-78.125,-41.504,0.000
1587068800.378,-42.480,135.742,-58.105,-27.344,0.000
1587068800.382,-131.348,-47.852,-250.977,-36.133,0.000
1587068800.385,-50.293,-243.164,-425.781,-42.480,0.000
1587068800.389,52.734,-59.570,-220.703,-35.156,0.000
1587068800.393,-6.348,122.070,-90.332,-23.438,0.000
1587068800.397,-104.492,-214.355,-414.062,-19.043,0.000
1587068800.401,-73.242,-275.879,-354.004,-41.992,0.000
1587068800.405,25.879,275.879,41.992,-57.129,0.000
1587068800.409,7.324,556.641,149.414,-34.668,0.000
1587068800.413,-113.281,15.137,-208.496,-30.273,0.000
1587068800.417,-108.398,-708.496,-606.934,-39.062,0.000
1587068800.421,26.367,-341.309,-291.016,-40.039,0.000
1587068800.425,37.598,640.137,220.215,-50.781,0.000
1587068800.428,-94.238,256.348,-111.328,-59.082,0.000
1587068800.432,-143.066,-344.238,-451.172,-61.035,0.000
1587068800.436,-41.504,39.062,-120.605,-60.547,0.000
1587068800.440,28.809,645.020,258.789,-63.477,0.000
1587068800.444,-63.965,271.973,-55.664,-52.246,0.000
1587068800.448,-146.973,-537.598,-505.371,-47.363,0.000
1587068800.452,-57.617,-189.941,-188.965,-44.434,0.000
1587068800.456,42.969,558.594,195.312,-43.945,0.000
1587068800.460,-20.020,234.375,-93.262,-37.598,0.000
1587068800.464,-134.766,-735.352,-619.141,-38.574,0.000
1587068800.467,-109.863,-510.254,-466.309,-59.082,0.000
1587068800.471,3.906,584.961,148.438,-72.754,0.000
1587068800.475,14.160,493.652,41.016,-44.434,0.000
1587068800.479,-109.375,-230.957,-430.176,-37.109,0.000
1587068800.483,-116.211,-152.344,-308.594,-60.059,0.000
1587068800.487,7.324,128.906,-146.973,-53.223,0.000
1587068800.491,36.621,200.684,-26.855,-22.461,0.000
1587068800.495,-62.500,52.246,-150.879,-18.555,0.000
1587068800.499,-149.414,-85.449,-355.469,-62.012,0.000
1587068800.503,-55.176,134.277,-127.441,-68.848,0.000
1587068800.507,47.363,108.398,-79.590,-43.945,0.000
1587068800.510,-42.480,-211.914,-354.492,-41.016,0.000
1587068800.514,-154.785,-282.227,-413.086,-66.406,0.000
1587068800.518,-73.730,-4.395,-218.262,-53.223,0.000
1587068800.522,62.012,133.789,-70.312,0.000,0.000
1587068800.526,15.137,123.535,-79.590,-6.836,0.000
1587068800.530,-122.559,-61.523,-258.789,-47.852,0.000
1587068800.534,-108.887,-185.059,-361.816,-55.664,0.000
1587068800.538,7.324,198.242,-66.895,-45.410,0.000
1587068800.542,8.301,468.750,158.203,-39.551,0.000
1587068800.546,-113.281,181.641,-51.758,-41.992,0.000
1587068800.550,-139.648,-253.418,-389.160,-52.734,0.000
1587068800.553,-11.719,-259.766,-348.145,-51.758,0.000
1587068800.557,41.016,308.105,93.262,-50.293,0.000
1587068800.561,-63.477,312.012,8.789,-41.992,0.000
1587068800.565,-120.605,-435.059,-504.395,-22.949,0.000
1587068800.569,-41.504,-453.125,-374.023,-35.156,0.000
1587068800.573,39.551,464.844,161.621,-55.664,0.000
1587068800.577,-33.203,520.020,114.746,-44.434,0.000
1587068800.581,-133.301,-422.363,-408.203,-39.551,0.000
1587068800.585,-71.777,-437.500,-379.883,-47.363,0.000
1587068800.589,43.457,399.414,120.605,-39.551,0.000
1587068800.592,9.766,479.004,138.184,-16.602,0.000
1587068800.596,-105.469,-219.727,-291.992,-3.418,0.000
1587068800.600,-98.145,-568.359,-470.703,-28.320,0.000
1587068800.604,21.484,60.547,-30.762,-35.645,0.000
1587068800.608,37.598,603.516,230.957,-20.996,0.000
1587068800.612,-82.031,-317.383,-336.914,-24.414,0.000
1587068800.616,-126.953,-765.625,-563.965,-42.480,0.000
1587068800.620,-22.949,187.500,32.227,-52.246,0.000
1587068800.624,43.457,446.777,187.012,-29.297,0.000
1587068800.628,-47.852,23.438,-139.648,-20.996,0.000
1587068800.632,-124.023,-339.355,-378.418,-38.574,0.000
1587068800.635,-35.156,-98.633,-212.402,-37.109,0.000
1587068800.639,71.777,262.695,61.523,-19.531,0.000
1587068800.643,15.625,192.871,44.434,-13.672,0.000
1587068800.647,-90.820,-318.359,-331.055,-23.926,0.000
1587068800.651,-49.805,-257.812,-246.582,-37.598,0.000
1587068800.655,60.547,357.422,142.578,-31.250,0.000
1587068800.659,45.410,-95.703,-72.266,-9.277,0.000
1587068800.663,-86.914,-330.566,-211.426,-7.324,0.000
1587068800.667,-87.891,15.137,-155.762,-19.043,0.000
1587068800.671,32.715,110.840,-18.066,-35.645,0.000
1587068800.675,52.246,101.074,53.711,-28.809,0.000
1587068800.678,-74.219,-37.598,-68.359,-31.250,0.000
1587068800.682,-137.207,-379.883,-331.055,-45.410,0.000
1587068800.686,-24.414,-149.902,-117.676,-47.852,0.000
1587068800.690,50.293,382.324,208.008,-40.527,0.000
1587068800.694,-40.527,38.086,-76.660,-37.598,0.000
1587068800.698,-129.395,-409.668,-373.047,-45.410,0.000
1587068800.702,-45.898,-537.598,-413.574,-40.527,0.000
1587068800.706,54.199,-214.355,-140.625,-20.020,0.000
1587068800.710,-9.277,400.879,224.609,-5.371,0.000
1587068800.714,-103.516,-20.508,-135.742,-1.465,0.000
1587068800.717,-66.406,-389.648,-353.027,-29.297,0.000
1587068800.721,18.066,234.375,104.492,-51.758,0.000
1587068800.725,-6.348,616.699,288.574,-33.203,0.000
1587068800.729,-109.375,-25.391,-69.336,-25.391,0.000
1587068800.733,-109.375,-426.758,-298.828,-34.180,0.000
1587068800.737,15.625,102.539,43.457,-26.855,0.000
1587068800.741,49.805,357.422,240.723,-28.809,0.000
1587068800.745,-68.848,-164.062,-122.070,-39.551,0.000
1587068800.749,-136.719,-747.070,-519.531,-48.828,0.000
1587068800.753,-36.133,-198.730,-127.930,-58.594,0.000
1587068800.757,44.922,602.051,306.641,-50.781,0.000
1587068800.760,-26.367,112.793,-25.879,-29.785,0.000
1587068800.764,-129.883,-550.293,-439.453,-35.645,0.000
1587068800.768,-75.195,-382.812,-326.660,-41.504,0.000
1587068800.772,45.898,270.020,125.488,-24.414,0.000
1587068800.776,14.648,39.062,-65.918,-19.043,0.000
1587068800.780,-109.375,-830.078,-603.027,-33.691,0.000
1587068800.784,-105.469,-377.441,-298.828,-46.387,0.000
1587068800.788,27.832,189.941,59.570,-34.180,0.000
1587068800.792,32.227,-77.148,-124.512,-6.836,0.000
1587068800.796,-97.168,-492.188,-474.121,-18.066,0.000
1587068800.800,-119.141,-232.422,-312.988,-37.598,0.000
1587068800.803,-5.371,190.918,-5.371,-26.367,0.000
1587068800.807,36.621,433.594,192.871,-30.762,0.000
1587068800.811,-54.688,190.430,31.738,-26.367,0.000
1587068800.815,-123.047,-122.070,-232.422,-29.297,0.000
1587068800.819,-34.668,-26.855,-124.512,-36.133,0.000
1587068800.823,48.828,210.938,88.379,-36.133,0.000
1587068800.827,-22.461,242.676,81.543,-16.113,0.000
1587068800.831,-100.586,-218.262,-262.207,-13.672,0.000
1587068800.835,-51.758,-498.047,-457.520,-40.039,0.000
1587068800.839,42.969,13.184,-103.516,-41.992,0.000
1587068800.842,10.254,372.070,125.488,-27.832,0.000
1587068800.846,-120.605,-17.090,-170.898,-34.668,0.000
1587068800.850,-92.285,-371.582,-444.824,-36.133,0.000
1587068800.854,36.621,-398.438,-380.859,-23.926,0.000
1587068800.858,35.645,115.234,9.766,-16.602,0.000
1587068800.862,-73.242,-41.992,-189.941,-13.672,0.000
1587068800.866,-113.281,-553.711,-497.070,-26.855,0.000
1587068800.870,-7.324,-35.156,-94.238,-35.156,0.000
1587068800.874,52.246,553.711,217.285,-28.809,0.000
1587068800.878,-43.457,292.480,14.160,-12.695,0.000
1587068800.882,-112.305,-479.980,-452.637,-24.902,0.000
1587068800.885,-14.160,-328.613,-247.070,-43.457,0.000
1587068800.889,73.730,473.145,213.867,-22.949,0.000
1587068800.893,-19.531,333.984,6.836,-10.742,0.000
1587068800.897,-129.395,-512.695,-418.457,-25.391,0.000
1587068800.901,-76.172,-437.988,-299.316,-32.715,0.000
1587068800.905,44.434,343.262,90.820,-24.414,0.000
1587068800.909,41.504,414.551,92.285,-7.324,0.000
1587068800.913,-86.426,-511.719,-467.285,14.648,0.000
1587068800.917,-114.258,-745.605,-565.918,-20.996,0.000
1587068800.921,4.883,313.477,66.895,-47.852,0.000
1587068800.925,30.762,550.781,147.461,-15.137,0.000
1587068800.928,-77.148,-219.238,-320.801,-13.672,0.000
1587068800.932,-112.305,-455.078,-468.262,-33.691,0.000
1587068800.936,-18.066,172.363,-67.383,-45.410,0.000
1587068800.940,50.781,306.641,38.574,-16.602,0.000
1587068800.944,-31.250,-159.180,-287.598,7.324,0.000
1587068800.948,-131.836,-309.082,-444.336,-31.250,0.000
1587068800.952,-75.195,-63.477,-298.340,-54.688,0.000
1587068800.956,44.922,100.098,-145.020,-32.227,0.000
1587068800.960,1.465,20.996,-186.035,-18.555,0.000
1587068800.964,-132.812,-35.645,-244.141,-44.922,0.000
1587068800.967,-90.820,-128.906,-369.141,-45.410,0.000
1587068800.971,37.109,40.039,-215.820,-36.621,0.000
1587068800.975,19.531,106.445,-138.184,-23.438,0.000
1587068800.979,-103.516,-320.801,-424.316,-19.043,0.000
1587068800.983,-112.305,-333.984,-427.734,-21.484,0.000
1587068800.987,14.648,-152.832,-346.191,-6.836,0.000
1587068800.991,60.547,-19.043,-197.266,-6.836,0.000
1587068800.995,-68.848,247.070,-78.125,-28.320,0.000
1587068800.999,-132.324,-153.809,-416.504,-36.621,0.000
1587068801.003,-21.484,-120.117,-299.805,-36.133,0.000
1587068801.007,55.664,471.191,77.637,-40.527,0.000
1587068801.010,-26.855,505.859,80.078,-27.832,0.000
1587068801.014,-109.375,-187.500,-386.230,-27.832,0.000
1587068801.018,-40.039,-224.609,-304.199,-33.203,0.000
1587068801.022,48.828,387.695,141.602,-33.203,0.000
1587068801.026,0.488,413.574,34.668,-21.973,0.000
1587068801.030,-118.652,-168.457,-415.039,-29.297,0.000
1587068801.034,-98.145,-669.434,-537.598,-40.039,0.000
1587068801.038,29.785,174.805,17.090,-26.367,0.000
1587068801.042,44.922,890.137,241.211,-15.625,0.000
1587068801.046,-59.082,45.898,-291.992,-9.766,0.000
1587068801.050,-83.496,-703.125,-664.062,-5.371,0.000
1587068801.053,11.230,199.219,-47.363,-40.039,0.000
1587068801.057,50.781,868.652,245.117,-45.410,0.000
1587068801.061,-57.129,136.230,-169.434,-18.555,0.000
1587068801.065,-126.465,-480.469,-529.297,-40.039,0.000
1587068801.069,-36.133,-174.805,-375.488,-49.316,0.000
1587068801.073,50.781,444.824,70.801,-27.832,0.000
1587068801.077,-14.160,-1.953,-223.145,-5.371,0.000
1587068801.081,-125.977,-576.172,-581.543,-21.973,0.000
1587068801.085,-72.754,57.129,-266.602,-45.410,0.000
1587068801.089,47.852,413.574,-62.012,-38.574,0.000
1587068801.092,4.395,169.922,-125.488,-36.133,0.000
1587068801.096,-132.324,-80.566,-338.379,-53.711,0.000
1587068801.100,-122.070,81.543,-258.301,-61.035,0.000
1587068801.104,11.230,368.164,-19.531,-44.922,0.000
1587068801.108,33.691,449.707,108.398,-33.203,0.000
1587068801.112,-91.309,205.566,-120.117,-38.574,0.000
1587068801.116,-132.324,-286.621,-467.285,-42.480,0.000
1587068801.120,-6.836,-134.277,-302.246,-43.457,0.000
1587068801.124,59.570,97.656,-176.758,-36.133,0.000
1587068801.128,-50.293,104.492,-219.238,-32.715,0.000
1587068801.132,-118.652,59.082,-265.625,-49.316,0.000
1587068801.135,-28.809,-68.848,-373.047,-43.945,0.000
1587068801.139,51.758,2.930,-224.609,-21.484,0.000
1587068801.143,-23.438,206.543,-13.672,-30.762,0.000
1587068801.147,-130.859,-126.465,-381.348,-48.340,0.000
1587068801.151,-69.824,-231.934,-385.742,-37.598,0.000
1587068801.155,53.711,375.977,72.754,-22.949,0.000
1587068801.159,25.391,630.371,156.738,-16.602,0.000
1587068801.163,-108.398,-62.500,-279.297,-41.504,0.000
1587068801.167,-116.699,-834.473,-650.391,-57.129,0.000
1587068801.171,2.441,-373.535,-299.805,-48.828,0.000
1587068801.175,16.113,646.973,225.586,-54.688,0.000
1587068801.178,-100.586,277.344,-139.648,-45.898,0.000
1587068801.182,-146.973,-347.168,-516.113,-55.664,0.000
1587068801.186,-57.129,81.055,-122.070,-76.660,0.000
1587068801.190,-1.465,721.191,248.047,-80.566,0.000
1587068801.194,-83.984,322.266,-23.438,-64.453,0.000
1587068801.198,-154.785,-449.219,-440.918,-67.871,0.000
1587068801.202,-106.934,-219.238,-324.707,-106.934,0.000
1587068801.206,-56.641,297.363,18.555,-141.113,0.000
1587068801.210,-112.305,25.391,-150.879,-130.859,0.000
1587068801.214,-222.168,-648.438,-530.273,-140.625,0.000
1587068801.217,-216.797,-334.961,-334.473,-189.453,0.000
1587068801.221,-120.605,542.969,137.207,-227.539,0.000
1587068801.225,-144.531,400.391,20.020,-228.516,0.000
1587068801.229,-272.461,-272.461,-428.711,-230.957,0.000
1587068801.233,-295.410,-213.867,-347.168,-249.512,0.000
1587068801.237,-191.406,150.879,-113.281,-251.953,0.000
1587068801.241,-156.250,112.305,-121.582,-239.258,0.000
1587068801.245,-271.484,-124.512,-328.613,-247.559,0.000
1587068801.249,-343.750,-135.254,-351.562,-294.434,0.000
1587068801.253,-226.562,173.340,-86.426,-286.621,0.000
1587068801.257,-133.789,76.172,-105.957,-244.141,0.000
1587068801.260,-214.355,-156.250,-344.727,-231.445,0.000
1587068801.264,-298.340,-256.836,-419.922,-237.793,0.000
1587068801.268,-211.426,-233.887,-362.793,-234.375,0.000
1587068801.272,-80.078,87.891,-148.438,-208.008,0.000
1587068801.276,-112.305,286.621,36.621,-169.434,0.000
1587068801.280,-214.844,73.242,-157.227,-167.480,0.000
1587068801.284,-180.176,-220.215,-422.363,-154.785,0.000
1587068801.288,-46.387,197.754,-65.918,-129.883,0.000
1587068801.292,-36.621,557.129,185.059,-120.605,0.000
1587068801.296,-152.832,119.141,-138.672,-88.867,0.000
1587068801.300,-141.602,-343.750,-431.641,-60.547,0.000
1587068801.303,-8.789,-208.496,-239.258,-66.895,0.000
1587068801.307,22.949,228.027,77.637,-65.918,0.000
1587068801.311,-77.637,244.629,-17.578,-51.270,0.000
1587068801.315,-119.141,-332.031,-457.031,-42.969,0.000
1587068801.319,-0.977,-549.805,-488.281,-13.672,0.000
1587068801.323,76.660,130.859,-0.488,-14.160,0.000
1587068801.327,-3.906,297.363,12.207,-10.254,0.000
1587068801.331,-90.332,-401.855,-445.312,6.836,0.000
1587068801.335,-26.367,-373.535,-421.387,-8.789,0.000
1587068801.339,84.473,440.918,91.797,-0.488,0.000
1587068801.342,64.941,458.008,92.773,29.785,0.000
1587068801.346,-35.645,-270.508,-354.492,30.762,0.000
1587068801.350,-32.715,-611.816,-537.109,12.695,0.000
1587068801.354,75.195,100.586,-72.266,10.742,0.000
1587068801.358,95.703,492.676,101.074,32.715,0.000
1587068801.362,-5.371,-267.090,-342.285,38.086,0.000
1587068801.366,-45.898,-454.102,-416.504,31.250,0.000
1587068801.370,64.453,222.656,-45.898,38.086,0.000
1587068801.374,122.559,393.555,83.984,40.039,0.000
1587068801.378,24.414,-181.152,-241.699,54.688,0.000
1587068801.382,-55.664,-588.379,-500.977,48.340,0.000
1587068801.385,3.418,-64.453,-198.730,8.301,0.000
1587068801.389,104.980,476.562,119.629,14.648,0.000
1587068801.393,55.176,-28.320,-203.125,43.457,0.000
1587068801.397,-66.895,-627.930,-529.785,26.367,0.000
1587068801.401,-13.672,-242.188,-329.102,23.438,0.000
1587068801.405,112.793,314.941,5.371,31.738,0.000
1587068801.409,92.773,133.301,-155.273,44.922,0.000
1587068801.413,-33.691,-178.223,-417.480,41.992,0.000
1587068801.417,-38.574,-143.066,-354.004,19.531,0.000
1587068801.421,82.031,60.547,-273.926,31.738,0.000
1587068801.425,96.680,86.914,-297.852,48.340,0.000
1587068801.428,-5.859,4.395,-313.477,51.758,0.000
1587068801.432,-46.387,-69.336,-330.566,30.273,0.000
1587068801.436,59.082,-191.406,-355.469,29.785,0.000
1587068801.440,125.000,-125.000,-321.289,48.340,0.000
1587068801.444,10.254,12.207,-270.996,28.809,0.000
1587068801.448,-74.707,-269.043,-426.758,16.113,0.000
1587068801.452,1.953,-463.379,-507.812,13.184,0.000
1587068801.456,97.168,-177.734,-253.906,20.020,0.000
1587068801.460,39.551,492.188,116.699,22.949,0.000
1587068801.464,-70.312,135.742,-218.750,25.391,0.000
1587068801.467,-36.133,-142.578,-376.465,15.625,0.000
1587068801.471,67.383,473.633,102.539,-15.625,0.000
1587068801.475,48.828,652.832,177.734,6.348,0.000
1587068801.479,-74.707,-28.809,-291.992,14.160,0.000
1587068801.483,-64.941,-373.047,-428.711,3.418,0.000
1587068801.487,63.965,102.051,-63.965,5.371,0.000
1587068801.491,79.590,291.016,46.875,5.859,0.000
1587068801.495,-14.648,-199.219,-353.516,46.875,0.000
1587068801.499,-51.758,-771.484,-622.070,45.898,0.000
1587068801.503,11.719,-151.855,-166.504,-11.230,0.000
1587068801.507,79.102,721.191,230.957,-3.906,0.000
1587068801.510,8.301,281.738,-125.000,18.066,0.000
1587068801.514,-104.004,-346.680,-502.441,-12.695,0.000
1587068801.518,-34.668,-209.473,-360.352,-15.137,0.000
1587068801.522,81.543,305.664,-20.508,1.465,0.000
1587068801.526,26.367,242.676,-61.523,0.000,0.000
1587068801.530,-90.820,-212.402,-399.902,-11.230,0.000
1587068801.534,-60.059,-179.199,-412.109,-20.508,0.000
1587068801.538,72.754,252.441,-62.500,-6.348,0.000
1587068801.542,79.590,13.672,-161.133,20.020,0.000
1587068801.546,-67.383,-504.883,-536.133,11.719,0.000
1587068801.550,-82.520,-110.840,-349.121,-20.996,0.000
1587068801.553,44.434,250.977,-56.641,-25.391,0.000
1587068801.557,70.801,311.035,20.020,-13.184,0.000
1587068801.561,-52.734,80.078,-209.473,-14.648,0.000
1587068801.565,-125.000,-189.453,-375.977,-29.785,0.000
1587068801.569,-5.371,-113.281,-322.754,-15.137,0.000
1587068801.573,87.402,223.145,-70.312,-4.395,0.000
1587068801.577,-4.395,287.109,17.578,-20.020,0.000
1587068801.581,-110.352,-86.914,-299.805,-26.855,0.000
1587068801.585,-39.062,-305.664,-452.148,-20.020,0.000
1587068801.589,82.031,-243.652,-280.762,-10.742,0.000
1587068801.592,24.414,125.000,-42.969,-12.207,0.000
1587068801.596,-106.934,170.410,-185.059,-31.250,0.000
