timestamps,TP9,AF7,AF8,TP10,Right AUX
1587068849.366,-12.207,-69.336,-210.449,-6.348,0.000
1587068849.370,-78.613,-868.164,-651.855,-14.160,0.000
1587068849.374,-22.949,-174.805,-247.559,-29.297,0.000
1587068849.378,45.898,337.402,67.383,-43.457,0.000
1587068849.382,-29.297,155.273,-69.336,-53.223,0.000
1587068849.385,-128.418,-221.191,-369.141,-62.012,0.000
1587068849.389,-86.914,-140.137,-278.809,-73.242,0.000
1587068849.393,36.133,341.309,111.816,-50.293,0.000
1587068849.397,35.645,122.559,-68.359,-32.227,0.000
1587068849.401,-97.656,-351.562,-404.297,-69.824,0.000
1587068849.405,-110.352,-210.449,-292.969,-68.359,0.000
1587068849.409,24.902,131.836,-27.832,-45.410,0.000
1587068849.413,52.734,210.449,45.898,-39.551,0.000
1587068849.417,-80.566,34.668,-135.254,-44.922,0.000
1587068849.421,-118.164,-235.840,-328.613,-60.059,0.000
1587068849.425,-1.465,-153.320,-280.273,-57.129,0.000
1587068849.428,59.082,-171.387,-235.352,-34.668,0.000
1587068849.432,-30.273,-80.566,-107.910,-37.598,0.000
1587068849.436,-104.980,-245.605,-293.945,-61.035,0.000
1587068849.440,-41.016,-338.379,-412.109,-51.270,0.000
1587068849.444,33.691,194.336,-45.410,-23.438,0.000
1587068849.448,4.395,361.328,116.211,-36.133,0.000
1587068849.452,-100.586,-52.734,-199.219,-46.387,0.000
1587068849.456,-60.547,-648.926,-557.129,-29.297,0.000
1587068849.460,43.945,-172.363,-182.617,-36.621,0.000
1587068849.464,17.090,595.215,218.750,-32.227,0.000
1587068849.467,-72.754,73.730,-171.875,-27.344,0.000
1587068849.471,-86.914,-737.305,-585.449,-45.410,0.000
1587068849.475,1.953,-416.016,-270.020,-39.551,0.000
1587068849.479,31.738,680.176,281.738,-30.273,0.000
1587068849.483,-46.875,434.082,21.484,-20.508,0.000
1587068849.487,-121.582,-472.168,-447.754,-37.598,0.000
1587068849.491,-35.156,-286.621,-256.836,-42.969,0.000
1587068849.495,62.500,424.805,135.254,-11.230,0.000
1587068849.499,-4.883,262.207,-32.227,-0.977,0.000
1587068849.503,-101.562,-571.777,-470.215,-14.160,0.000
1587068849.507,-69.824,-305.176,-198.242,-19.531,0.000
1587068849.510,29.297,692.383,271.484,-17.578,0.000
1587068849.514,41.504,517.578,77.637,12.207,0.000
1587068849.518,-66.406,-459.473,-396.973,12.695,0.000
1587068849.522,-92.773,-424.805,-370.605,-27.344,0.000
1587068849.526,14.160,444.336,118.164,-39.062,0.000
1587068849.530,52.734,429.688,64.453,-19.531,0.000
1587068849.534,-66.895,-217.773,-389.160,-28.809,0.000
1587068849.538,-143.555,-470.703,-450.195,-62.988,0.000
1587068849.542,-25.391,-16.602,-80.078,-57.617,0.000
1587068849.546,46.875,332.520,88.867,-31.250,0.000
1587068849.550,-55.176,-66.895,-278.809,-32.227,0.000
1587068849.553,-133.301,-459.473,-490.234,-54.199,0.000
1587068849.557,-47.363,12.695,-46.387,-44.434,0.000
1587068849.561,67.871,283.691,74.219,0.977,0.000
1587068849.565,-7.812,-98.633,-221.680,17.090,0.000
1587068849.569,-135.254,-148.438,-263.672,-16.602,0.000
1587068849.573,-80.566,-144.043,-242.188,-23.926,0.000
1587068849.577,39.551,236.816,123.535,-11.719,0.000
1587068849.581,17.578,325.195,92.285,-1.465,0.000
1587068849.585,-106.934,-254.883,-332.031,-17.578,0.000
1587068849.589,-99.121,-442.383,-404.297,-37.109,0.000
1587068849.592,32.715,-297.852,-291.016,2.441,0.000
1587068849.596,50.293,147.461,6.348,19.531,0.000
1587068849.600,-75.684,351.562,70.312,-17.578,0.000
1587068849.604,-122.070,-220.215,-328.125,-44.434,0.000
1587068849.608,-18.066,-0.977,-109.375,-32.715,0.000
1587068849.612,62.988,425.293,189.453,1.465,0.000
1587068849.616,-17.090,-14.648,-154.297,6.836,0.000
1587068849.620,-105.469,-496.094,-492.188,-24.414,0.000
1587068849.624,-36.133,-221.191,-254.395,-42.480,0.000
1587068849.628,64.941,443.848,182.617,-16.602,0.000
1587068849.632,17.578,308.105,49.316,9.277,0.000
1587068849.635,-109.375,-375.977,-378.418,-23.438,0.000
1587068849.639,-80.078,-286.133,-320.801,-44.922,0.000
1587068849.643,55.664,486.816,146.973,-18.555,0.000
1587068849.647,60.059,558.105,151.855,9.277,0.000
1587068849.651,-84.473,-399.902,-355.957,-5.371,0.000
1587068849.655,-113.770,-686.035,-485.840,-37.109,0.000
1587068849.659,-1.953,218.262,-6.348,-45.898,0.000
1587068849.663,23.438,679.688,227.539,-27.832,0.000
1587068849.667,-75.684,-141.113,-213.867,-19.043,0.000
1587068849.671,-132.324,-612.305,-444.824,-49.316,0.000
1587068849.675,-32.227,51.270,-57.129,-50.293,0.000
1587068849.678,48.828,422.363,154.297,-22.949,0.000
1587068849.682,-0.488,-333.984,-327.148,0.488,0.000
1587068849.686,-107.422,-847.168,-660.645,-37.598,0.000
1587068849.690,-81.543,44.434,-108.398,-68.848,0.000
1587068849.694,50.293,565.430,192.383,-31.738,0.000
1587068849.698,3.418,302.246,36.621,-25.879,0.000
1587068849.702,-127.441,-147.461,-272.949,-56.641,0.000
1587068849.706,-95.215,-289.062,-381.348,-67.383,0.000
1587068849.710,15.625,57.129,-74.707,-55.176,0.000
1587068849.714,22.949,196.777,40.527,-40.039,0.000
1587068849.717,-81.055,24.902,-154.297,-38.086,0.000
1587068849.721,-117.676,-167.480,-373.047,-47.852,0.000
1587068849.725,-0.977,-113.770,-271.484,-29.297,0.000
1587068849.729,41.992,88.867,-76.660,-6.836,0.000
1587068849.733,-68.359,83.984,-109.863,-32.715,0.000
1587068849.737,-110.840,-94.238,-284.180,-43.945,0.000
1587068849.741,-12.695,-282.227,-376.953,-25.879,0.000
1587068849.745,51.270,-13.184,-144.531,-20.996,0.000
1587068849.749,-33.691,345.703,111.816,-30.273,0.000
1587068849.753,-124.512,-166.016,-328.125,-38.574,0.000
1587068849.757,-60.059,-485.840,-424.805,-34.668,0.000
1587068849.760,40.039,147.949,62.988,-28.320,0.000
1587068849.764,-6.836,500.977,157.227,-24.902,0.000
1587068849.768,-95.703,-94.238,-297.363,-26.367,0.000
1587068849.772,-82.031,-664.551,-527.344,-26.855,0.000
1587068849.776,4.395,-84.473,-52.734,-25.879,0.000
1587068849.780,23.926,702.148,241.699,-18.555,0.000
1587068849.784,-68.848,67.871,-170.898,-23.438,0.000
1587068849.788,-101.562,-547.363,-443.848,-43.945,0.000
1587068849.792,3.418,69.336,-42.969,-43.457,0.000
1587068849.796,60.059,645.020,244.141,-30.762,0.000
1587068849.800,-46.387,-16.602,-204.590,-27.344,0.000
1587068849.803,-128.906,-759.277,-596.680,-34.668,0.000
1587068849.807,-43.457,-110.840,-98.633,-33.691,0.000
1587068849.811,55.176,746.094,324.219,-29.785,0.000
1587068849.815,-29.785,341.309,-14.160,-31.738,0.000
1587068849.819,-137.207,-613.281,-549.316,-43.945,0.000
1587068849.823,-80.078,-475.586,-418.945,-49.805,0.000
1587068849.827,39.062,373.047,123.535,-41.016,0.000
1587068849.831,24.902,173.340,-74.707,-18.066,0.000
1587068849.835,-94.727,-677.246,-601.562,-18.555,0.000
1587068849.839,-104.004,-309.570,-319.824,-39.062,0.000
1587068849.842,16.113,332.031,23.926,-27.832,0.000
1587068849.846,28.809,200.684,-9.277,-23.438,0.000
1587068849.850,-97.168,-47.363,-187.988,-43.457,0.000
1587068849.854,-120.605,-76.660,-299.316,-55.664,0.000
1587068849.858,-1.465,156.738,-75.684,-39.551,0.000
1587068849.862,57.617,388.184,183.594,-20.996,0.000
1587068849.866,-48.340,-76.660,-178.711,-28.320,0.000
1587068849.870,-152.344,-492.188,-494.141,-61.035,0.000
1587068849.874,-53.711,-14.160,-144.531,-65.918,0.000
1587068849.878,82.031,69.336,-85.938,-6.836,0.000
1587068849.882,13.184,20.020,-110.352,-6.836,0.000
1587068849.885,-120.117,-42.480,-241.699,-46.387,0.000
1587068849.889,-107.422,-300.293,-442.871,-68.848,0.000
1587068849.893,-8.301,102.051,-101.562,-75.195,0.000
1587068849.897,-37.109,484.375,144.531,-74.219,0.000
1587068849.901,-163.086,-36.133,-222.656,-92.773,0.000
1587068849.905,-177.734,-524.414,-525.391,-108.398,0.000
1587068849.909,-63.477,52.246,-95.703,-111.816,0.000
1587068849.913,-14.160,381.836,152.344,-88.379,0.000
1587068849.917,-131.348,-3.906,-182.129,-81.055,0.000
1587068849.921,-189.941,-633.789,-592.773,-84.961,0.000
1587068849.925,-68.359,-328.125,-293.457,-81.543,0.000
1587068849.928,-15.625,604.004,242.676,-85.449,0.000
1587068849.932,-99.609,440.918,91.797,-84.961,0.000
1587068849.936,-171.387,-566.895,-492.188,-81.055,0.000
1587068849.940,-107.910,-700.684,-519.531,-84.961,0.000
1587068849.944,-4.883,510.254,199.219,-75.195,0.000
1587068849.948,-52.246,585.449,137.695,-68.359,0.000
1587068849.952,-175.293,-235.352,-338.867,-83.008,0.000
1587068849.956,-132.324,-234.375,-310.059,-71.289,0.000
1587068849.960,2.930,235.352,32.227,-53.711,0.000
1587068849.964,-5.371,322.754,93.262,-46.875,0.000
1587068849.967,-130.371,-485.840,-410.645,-53.711,0.000
1587068849.971,-129.883,-593.262,-472.656,-54.688,0.000
1587068849.975,4.395,410.645,88.379,-35.156,0.000
1587068849.979,48.828,554.688,151.855,-36.133,0.000
1587068849.983,-83.496,17.578,-215.820,-38.086,0.000
1587068849.987,-162.109,-447.266,-453.613,-51.270,0.000
1587068849.991,-37.598,41.016,-62.012,-59.082,0.000
1587068849.995,63.477,549.316,176.758,-18.555,0.000
1587068849.999,-31.250,159.668,-45.410,-27.832,0.000
1587068850.003,-135.254,-166.504,-265.137,-55.664,0.000
1587068850.007,-66.895,-139.160,-266.602,-44.922,0.000
1587068850.010,47.363,36.621,-94.727,-20.020,0.000
1587068850.014,-8.789,127.930,-34.668,-15.137,0.000
1587068850.018,-122.070,-169.922,-239.258,-48.828,0.000
1587068850.022,-85.449,-240.723,-296.387,-52.734,0.000
1587068850.026,26.367,-21.484,-132.324,-9.277,0.000
1587068850.030,29.297,-47.363,-77.637,0.488,0.000
1587068850.034,-87.402,56.641,-73.242,-18.066,0.000
1587068850.038,-107.422,-187.012,-357.910,-29.297,0.000
1587068850.042,-1.953,-3.418,-190.918,-37.598,0.000
1587068850.046,54.688,401.855,115.723,-29.297,0.000
1587068850.050,-55.176,246.094,20.508,-43.457,0.000
1587068850.053,-143.555,-456.055,-440.918,-61.035,0.000
1587068850.057,-44.922,-328.613,-289.062,-50.781,0.000
1587068850.061,52.734,498.047,186.523,-29.297,0.000
1587068850.065,-21.973,446.289,129.395,-25.879,0.000
1587068850.069,-132.812,-251.465,-345.215,-46.875,0.000
1587068850.073,-62.988,-727.051,-495.117,-47.852,0.000
1587068850.077,31.250,-46.387,45.410,-31.738,0.000
1587068850.081,-13.672,367.188,103.027,-15.137,0.000
1587068850.085,-104.492,-322.754,-387.695,-30.762,0.000
1587068850.089,-99.609,-387.207,-398.926,-65.918,0.000
1587068850.092,9.277,296.387,63.965,-59.570,0.000
1587068850.096,42.480,602.051,235.352,-21.484,0.000
1587068850.100,-73.730,-186.035,-287.109,-7.812,0.000
1587068850.104,-125.977,-801.270,-610.840,-32.715,0.000
1587068850.108,-16.602,-31.250,-37.109,-43.945,0.000
1587068850.112,43.945,660.645,284.668,-27.344,0.000
1587068850.116,-59.082,-47.852,-181.152,-27.832,0.000
1587068850.120,-134.766,-875.488,-620.605,-41.504,0.000
1587068850.124,-45.898,-38.574,-88.379,-55.176,0.000
1587068850.128,53.711,668.457,248.535,-45.898,0.000
1587068850.132,-22.461,348.145,13.672,-31.250,0.000
1587068850.135,-128.906,-332.520,-396.973,-33.203,0.000
1587068850.139,-67.383,-241.699,-224.121,-35.645,0.000
1587068850.143,35.156,478.516,223.633,-28.809,0.000
1587068850.147,18.066,239.746,-18.066,1.465,0.000
1587068850.151,-109.863,-341.309,-397.949,-15.137,0.000
1587068850.155,-117.676,-200.684,-315.430,-48.828,0.000
1587068850.159,-6.348,252.441,19.531,-41.016,0.000
1587068850.163,16.113,96.680,-41.504,-25.879,0.000
1587068850.167,-94.238,-143.555,-213.379,-45.410,0.000
1587068850.171,-148.438,-224.609,-364.746,-64.453,0.000
1587068850.175,-10.254,-135.254,-184.570,-35.156,0.000
1587068850.178,59.082,382.324,201.660,-13.672,0.000
1587068850.182,-51.270,329.590,61.035,-7.812,0.000
1587068850.186,-135.254,-143.066,-252.441,-36.133,0.000
1587068850.190,-56.641,-238.281,-365.234,-39.551,0.000
1587068850.194,62.012,65.918,-108.398,-11.230,0.000
1587068850.198,-11.230,133.301,12.695,-26.855,0.000
1587068850.202,-135.254,-219.727,-301.758,-57.129,0.000
1587068850.206,-89.844,-434.082,-448.730,-48.340,0.000
1587068850.210,26.855,12.207,-133.301,-22.949,0.000
1587068850.214,11.230,559.570,212.891,-18.066,0.000
1587068850.217,-104.004,172.363,-45.898,-27.832,0.000
1587068850.221,-91.797,-453.613,-373.535,-26.367,0.000
1587068850.225,31.738,-22.949,-26.855,-16.602,0.000
1587068850.229,47.363,586.914,230.957,-34.668,0.000
1587068850.233,-84.473,163.086,-110.840,-53.711,0.000
1587068850.237,-140.137,-703.613,-599.121,-55.176,0.000
1587068850.241,-31.250,-610.352,-417.969,-50.781,0.000
1587068850.245,37.109,462.891,197.754,-47.363,0.000
1587068850.249,-51.270,416.992,64.453,-39.062,0.000
1587068850.253,-138.672,-471.191,-430.176,-50.293,0.000
1587068850.257,-76.660,-231.934,-195.312,-55.664,0.000
1587068850.260,53.223,568.359,235.840,-24.414,0.000
1587068850.264,17.090,436.523,77.637,-5.859,0.000
1587068850.268,-118.164,-581.055,-481.934,-29.297,0.000
1587068850.272,-87.891,-608.887,-473.633,-51.270,0.000
1587068850.276,15.137,450.195,133.301,-48.340,0.000
1587068850.280,-7.324,458.984,99.609,-33.691,0.000
1587068850.284,-117.188,-291.504,-401.855,-58.594,0.000
1587068850.288,-118.164,-532.715,-509.277,-59.082,0.000
1587068850.292,6.348,-24.902,-113.770,-26.367,0.000
1587068850.296,43.457,156.250,-67.383,-14.160,0.000
1587068850.300,-56.641,-366.699,-418.945,-26.855,0.000
1587068850.303,-137.695,-208.984,-315.918,-76.660,0.000
1587068850.307,-52.734,92.773,-172.363,-67.383,0.000
1587068850.311,46.875,154.297,-19.043,-30.762,0.000
1587068850.315,-15.137,143.066,-8.301,-22.949,0.000
1587068850.319,-135.742,-145.508,-288.086,-47.363,0.000
1587068850.323,-84.473,-145.508,-304.199,-45.898,0.000
1587068850.327,44.922,315.918,110.352,-25.391,0.000
1587068850.331,3.906,433.105,139.648,-23.926,0.000
1587068850.335,-92.285,-242.188,-372.559,-24.414,0.000
1587068850.339,-82.031,-525.879,-484.375,-38.086,0.000
1587068850.342,17.578,164.062,52.246,-41.504,0.000
1587068850.346,35.156,555.176,234.863,-28.320,0.000
1587068850.350,-85.449,142.090,-125.000,-43.457,0.000
1587068850.354,-123.047,-318.359,-416.504,-56.152,0.000
1587068850.358,-8.789,-358.398,-291.992,-30.273,0.000
1587068850.362,53.711,69.336,34.180,-24.414,0.000
1587068850.366,-68.359,207.520,-29.785,-42.480,0.000
1587068850.370,-144.043,-398.926,-479.004,-59.082,0.000
1587068850.374,-33.203,-260.254,-259.766,-56.152,0.000
1587068850.378,51.758,536.133,231.445,-32.227,0.000
1587068850.382,-31.250,310.059,-20.508,-40.527,0.000
1587068850.385,-146.973,-591.797,-579.590,-54.688,0.000
1587068850.389,-90.332,-582.031,-421.875,-43.945,0.000
1587068850.393,37.598,390.625,187.500,-33.691,0.000
1587068850.397,15.625,575.684,175.293,-39.062,0.000
1587068850.401,-103.516,-256.348,-248.047,-49.805,0.000
1587068850.405,-97.656,-539.551,-402.344,-49.805,0.000
1587068850.409,22.461,305.664,85.449,-31.250,0.000
1587068850.413,32.715,573.242,200.684,-14.160,0.000
1587068850.417,-84.473,-253.906,-257.324,-23.926,0.000
1587068850.421,-139.648,-502.441,-388.672,-49.805,0.000
1587068850.425,-41.504,100.098,-29.297,-50.293,0.000
1587068850.428,34.180,348.633,158.691,-11.230,0.000
1587068850.432,-50.293,-213.867,-192.383,-3.418,0.000
1587068850.436,-144.043,-601.562,-464.355,-47.852,0.000
1587068850.440,-75.195,30.273,-110.352,-62.988,0.000
1587068850.444,32.715,525.391,195.801,-41.016,0.000
1587068850.448,-10.742,-226.562,-248.535,-9.766,0.000
1587068850.452,-154.785,-676.758,-528.320,-54.199,0.000
1587068850.456,-120.117,-146.973,-287.598,-90.332,0.000
1587068850.460,28.320,150.879,-54.199,-55.664,0.000
1587068850.464,-22.461,319.824,127.930,-73.730,0.000
1587068850.467,-175.781,32.715,-128.418,-123.535,0.000
1587068850.471,-178.711,-155.762,-328.613,-129.395,0.000
1587068850.475,-57.129,-44.434,-175.781,-110.352,0.000
1587068850.479,-64.453,47.852,4.395,-131.348,0.000
1587068850.483,-217.285,87.402,-76.660,-181.152,0.000
1587068850.487,-290.527,-374.023,-442.383,-224.609,0.000
1587068850.491,-190.918,-323.242,-323.730,-216.309,0.000
1587068850.495,-120.117,277.832,51.758,-195.312,0.000
1587068850.499,-205.078,297.852,40.527,-196.289,0.000
1587068850.503,-301.758,-275.391,-365.723,-220.215,0.000
1587068850.507,-247.559,-414.062,-369.141,-230.469,0.000
1587068850.510,-150.391,250.977,106.934,-217.285,0.000
1587068850.514,-204.590,456.543,156.738,-210.938,0.000
1587068850.518,-307.617,-209.961,-323.730,-212.402,0.000
1587068850.522,-281.738,-556.641,-472.656,-233.398,0.000
1587068850.526,-168.945,24.902,1.953,-227.539,0.000
1587068850.530,-163.086,535.156,235.840,-207.031,0.000
1587068850.534,-274.902,8.789,-178.711,-211.426,0.000
1587068850.538,-270.996,-600.586,-475.098,-210.449,0.000
1587068850.542,-133.301,-17.578,-15.625,-189.941,0.000
1587068850.546,-69.336,456.055,185.547,-140.137,0.000
1587068850.550,-141.602,-100.586,-215.820,-123.535,0.000
1587068850.553,-180.176,-665.527,-528.809,-133.789,0.000
1587068850.557,-80.566,-84.961,-115.723,-122.559,0.000
1587068850.561,16.113,723.145,287.598,-75.684,0.000
1587068850.565,-22.461,273.926,-101.562,-30.273,0.000
1587068850.569,-103.516,-665.527,-627.441,-36.133,0.000
1587068850.573,-52.246,-381.836,-324.707,-36.621,0.000
1587068850.577,75.684,536.133,172.852,5.371,0.000
1587068850.581,55.664,204.102,-96.680,43.457,0.000
1587068850.585,-50.293,-517.578,-535.156,39.062,0.000
1587068850.589,-29.297,-262.695,-369.629,27.344,0.000
1587068850.592,85.449,347.168,71.777,39.551,0.000
1587068850.596,125.488,140.137,-43.457,81.543,0.000
1587068850.600,19.043,-625.488,-538.086,68.848,0.000
1587068850.604,-29.297,-489.258,-439.453,35.156,0.000
1587068850.608,89.844,175.293,-38.086,49.316,0.000
1587068850.612,138.184,231.934,24.902,63.477,0.000
1587068850.616,27.344,-304.199,-350.098,60.059,0.000
1587068850.620,-51.758,-363.770,-414.551,43.945,0.000
1587068850.624,45.898,119.629,-76.172,57.129,0.000
1587068850.628,157.227,26.855,-127.930,83.496,0.000
1587068850.632,66.406,-221.191,-280.273,63.477,0.000
1587068850.635,-47.852,5.859,-191.895,43.457,0.000
1587068850.639,26.367,-94.238,-331.543,67.383,0.000
1587068850.643,142.578,55.176,-121.582,68.359,0.000
1587068850.647,87.891,343.262,106.934,62.988,0.000
1587068850.651,-38.086,161.133,-24.902,44.922,0.000
1587068850.655,-31.250,-219.238,-349.121,29.297,0.000
1587068850.659,97.168,16.602,-156.250,55.176,0.000
1587068850.663,138.184,378.418,152.832,72.266,0.000
1587068850.667,6.348,-72.266,-201.660,63.477,0.000
1587068850.671,-54.688,-645.020,-556.152,60.547,0.000
1587068850.675,71.289,-618.164,-442.383,61.523,0.000
1587068850.678,140.137,321.289,126.953,61.035,0.000
1587068850.682,20.996,539.551,122.070,50.293,0.000
1587068850.686,-58.594,-419.434,-421.387,47.363,0.000
1587068850.690,29.785,-330.566,-250.000,41.992,0.000
1587068850.694,113.281,620.117,265.137,34.668,0.000
1587068850.698,57.617,388.672,54.199,62.012,0.000
1587068850.702,-48.828,-384.766,-385.254,39.062,0.000
1587068850.706,-7.324,-305.176,-331.543,22.949,0.000
1587068850.710,78.613,206.055,30.273,38.574,0.000
1587068850.714,46.875,303.711,115.723,18.555,0.000
1587068850.717,-64.941,-239.746,-255.859,-4.395,0.000
1587068850.721,-73.242,-456.055,-404.297,-4.883,0.000
1587068850.725,65.918,282.715,68.359,0.000,0.000
1587068850.729,95.215,494.629,165.527,14.648,0.000
1587068850.733,-24.414,-331.055,-324.707,19.531,0.000
1587068850.737,-86.914,-689.941,-488.770,-6.836,0.000
1587068850.741,6.836,102.539,3.418,-13.184,0.000
1587068850.745,86.914,495.117,185.059,14.160,0.000
1587068850.749,-4.883,-78.125,-203.613,28.320,0.000
1587068850.753,-106.934,-373.535,-413.574,-3.418,0.000
1587068850.757,-22.949,-227.051,-298.340,-5.859,0.000
1587068850.760,100.098,59.082,-58.594,21.973,0.000
1587068850.764,30.273,108.398,-23.438,5.859,0.000
1587068850.768,-109.375,-162.109,-288.086,-32.227,0.000
1587068850.772,-70.801,-116.211,-210.449,-27.344,0.000
1587068850.776,64.453,15.625,-56.641,11.719,0.000
1587068850.780,51.270,-7.812,-83.496,17.090,0.000
1587068850.784,-85.449,-13.672,-103.516,-17.578,0.000
1587068850.788,-82.520,-146.484,-294.434,-25.879,0.000
1587068850.792,35.156,-275.879,-355.469,18.066,0.000
1587068850.796,60.059,-232.422,-158.691,41.016,0.000
1587068850.800,-54.199,43.457,-48.828,-0.488,0.000
1587068850.803,-114.258,-362.305,-426.270,-28.809,0.000
1587068850.807,2.441,-553.711,-434.082,-3.418,0.000
1587068850.811,91.797,-234.375,-247.559,29.297,0.000
1587068850.815,2.930,277.832,2.930,-3.906,0.000
1587068850.819,-83.496,-65.918,-276.367,-15.137,0.000
1587068850.823,-20.020,-339.355,-367.188,-8.301,0.000
1587068850.827,83.984,377.441,112.305,-18.555,0.000
1587068850.831,15.137,521.484,157.227,-8.789,0.000
1587068850.835,-118.164,-320.312,-371.582,-19.531,0.000
1587068850.839,-95.215,-450.684,-368.164,-39.062,0.000
1587068850.842,30.762,478.027,197.266,-17.090,0.000
1587068850.846,37.598,768.066,291.504,12.695,0.000
1587068850.850,-70.801,-209.961,-296.875,4.883,0.000
1587068850.854,-65.430,-948.242,-690.918,-11.719,0.000
1587068850.858,17.578,-74.707,-62.500,-15.625,0.000
1587068850.862,37.109,735.352,288.574,-9.277,0.000
1587068850.866,-49.316,105.957,-116.699,11.230,0.000
1587068850.870,-121.094,-495.117,-473.633,-9.766,0.000
1587068850.874,-40.527,10.254,-106.445,-36.133,0.000
1587068850.878,59.082,547.363,235.840,-26.367,0.000
1587068850.882,-9.766,141.602,-38.574,-14.160,0.000
1587068850.885,-129.395,-376.465,-375.000,-36.133,0.000
1587068850.889,-71.289,-95.215,-186.523,-27.832,0.000
1587068850.893,62.988,382.324,165.039,0.488,0.000
1587068850.897,10.254,205.078,5.371,-9.766,0.000
1587068850.901,-119.141,-432.129,-404.785,-35.156,0.000
1587068850.905,-105.469,-403.809,-353.516,-52.734,0.000
1587068850.909,27.832,283.203,76.172,-35.156,0.000
1587068850.913,54.688,71.289,-62.988,-6.348,0.000
1587068850.917,-82.520,-328.613,-347.168,-28.320,0.000
1587068850.921,-124.512,-178.223,-306.152,-48.828,0.000
1587068850.925,7.812,-42.480,-152.344,-30.273,0.000
1587068850.928,59.570,317.871,132.812,-30.762,0.000
1587068850.932,-55.664,256.348,63.477,-37.109,0.000
1587068850.936,-140.625,-171.387,-249.023,-42.969,0.000
1587068850.940,-50.781,-186.035,-310.059,-36.133,0.000
1587068850.944,67.383,110.352,-51.270,1.465,0.000
1587068850.948,0.000,102.539,-45.410,5.859,0.000
1587068850.952,-122.070,-349.609,-409.180,-36.621,0.000
1587068850.956,-67.383,-518.555,-437.988,-32.227,0.000
1587068850.960,65.918,102.051,-27.344,-19.043,0.000
1587068850.964,48.340,504.395,189.453,-35.156,0.000
1587068850.967,-94.727,-16.602,-167.969,-42.480,0.000
1587068850.971,-104.492,-630.859,-524.414,-34.668,0.000
1587068850.975,-3.906,-309.570,-227.539,-42.969,0.000
1587068850.979,4.883,524.902,269.043,-55.664,0.000
1587068850.983,-90.332,133.789,-66.406,-53.711,0.000
1587068850.987,-113.281,-543.457,-462.402,-52.734,0.000
1587068850.991,-14.160,-266.113,-175.293,-42.969,0.000
1587068850.995,35.645,394.043,195.801,-42.969,0.000
1587068850.999,-49.316,228.516,-20.996,-44.434,0.000
1587068851.003,-125.000,-770.020,-654.785,-39.551,0.000
1587068851.007,-48.828,-598.633,-388.184,-24.902,0.000
1587068851.010,45.410,444.824,185.059,-9.766,0.000
1587068851.014,-3.418,236.328,-52.246,-10.254,0.000
1587068851.018,-113.281,-509.766,-413.574,-29.785,0.000
1587068851.022,-62.988,-291.016,-272.949,-34.180,0.000
1587068851.026,48.340,516.602,149.902,-36.621,0.000
1587068851.030,1.465,414.551,104.004,-38.086,0.000
1587068851.034,-106.934,-333.984,-325.195,-30.762,0.000
1587068851.038,-114.746,-537.109,-479.980,-43.457,0.000
1587068851.042,7.324,166.016,27.344,-33.691,0.000
1587068851.046,61.035,374.023,75.684,1.465,0.000
1587068851.050,-51.270,-344.238,-396.484,-20.020,0.000
1587068851.053,-124.512,-272.461,-312.012,-67.383,0.000
1587068851.057,-34.668,278.320,67.871,-62.500,0.000
1587068851.061,56.152,244.629,47.363,-27.832,0.000
1587068851.065,-26.855,-86.426,-189.453,-15.137,0.000
1587068851.069,-125.977,-262.695,-289.062,-52.246,0.000
1587068851.073,-41.992,-153.809,-240.723,-45.410,0.000
1587068851.077,72.754,31.250,-68.359,-2.930,0.000
1587068851.081,13.184,-167.969,-190.430,-6.836,0.000
1587068851.085,-107.422,-272.949,-329.102,-47.363,0.000
1587068851.089,-83.008,-168.457,-288.574,-57.129,0.000
1587068851.092,40.527,-117.188,-211.426,-17.578,0.000
1587068851.096,43.457,21.484,-89.844,-0.977,0.000
1587068851.100,-113.281,281.250,41.504,-38.574,0.000
1587068851.104,-141.113,-149.902,-321.777,-64.941,0.000
1587068851.108,-13.184,12.695,-105.469,-46.387,0.000
1587068851.112,28.809,383.301,182.129,-15.625,0.000
1587068851.116,-73.242,246.582,28.320,-27.832,0.000
1587068851.120,-134.277,-297.852,-369.629,-51.270,0.000
1587068851.124,-29.297,-271.973,-259.277,-32.715,0.000
1587068851.128,57.129,406.738,209.473,-13.184,0.000
1587068851.132,-25.391,201.660,-40.527,-27.344,0.000
1587068851.135,-128.906,-602.051,-575.684,-42.480,0.000
1587068851.139,-78.613,-647.461,-496.094,-58.594,0.000
1587068851.143,45.410,365.234,119.629,-58.105,0.000
1587068851.147,12.207,627.930,173.828,-48.340,0.000
1587068851.151,-112.793,-344.238,-351.074,-52.734,0.000
1587068851.155,-107.910,-550.781,-430.176,-65.430,0.000
1587068851.159,-1.465,450.684,143.555,-59.082,0.000
1587068851.163,32.227,718.262,258.789,-23.926,0.000
1587068851.167,-83.496,8.301,-117.188,-15.137,0.000
1587068851.171,-119.141,-359.375,-329.590,-40.527,0.000
1587068851.175,6.836,89.355,-38.574,-37.109,0.000
1587068851.178,61.035,404.297,233.398,-18.555,0.000
1587068851.182,-38.574,-318.359,-274.902,-8.301,0.000
1587068851.186,-108.398,-984.863,-721.191,-34.180,0.000
1587068851.190,-42.969,-171.387,-161.621,-53.711,0.000
1587068851.194,58.105,515.625,177.246,-31.250,0.000
1587068851.198,-10.742,134.277,-110.840,-33.691,0.000
